"ensembl_gene_id"	"description"	"uniprot_gn_symbol"
"2119"	"ENSMUSG00000033538"	"caspase 4, apoptosis-related cysteine peptidase [Source:MGI Symbol;Acc:MGI:107700]"	"Casp4"
"2120"	"ENSMUSG00000033542"	"Rho guanine nucleotide exchange factor (GEF) 5 [Source:MGI Symbol;Acc:MGI:1858952]"	"Arhgef5"
"2121"	"ENSMUSG00000033545"	"zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308]"	"Znrf1"
"2122"	"ENSMUSG00000033581"	"insulin-like growth factor 2 mRNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1890358]"	"Igf2bp2"
"2123"	"ENSMUSG00000033629"	"3-hydroxyacyl-CoA dehydratase 3 [Source:MGI Symbol;Acc:MGI:1889341]"	"Hacd3"
"2124"	"ENSMUSG00000033632"	"expressed sequence AW554918 [Source:MGI Symbol;Acc:MGI:2147376]"	"AW554918"
"2125"	"ENSMUSG00000033632"	"expressed sequence AW554918 [Source:MGI Symbol;Acc:MGI:2147376]"	"Kiaa1328"
"2126"	"ENSMUSG00000033685"	"uncoupling protein 2 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:109354]"	"Ucp2"
"2127"	"ENSMUSG00000033688"	"inhibitor of carbonic anhydrase [Source:MGI Symbol;Acc:MGI:1919025]"	"Inhca"
"2128"	"ENSMUSG00000033688"	"inhibitor of carbonic anhydrase [Source:MGI Symbol;Acc:MGI:1919025]"	"Ica"
"2129"	"ENSMUSG00000033697"	"Rho GTPase activating protein 39 [Source:MGI Symbol;Acc:MGI:107858]"	"Arhgap39"
"2130"	"ENSMUSG00000033703"	"fucose kinase [Source:MGI Symbol;Acc:MGI:1916071]"	"Fcsk"
"2131"	"ENSMUSG00000033706"	"SET and MYND domain containing 5 [Source:MGI Symbol;Acc:MGI:108048]"	"Smyd5"
"2132"	"ENSMUSG00000033722"	"cDNA sequence BC034090 [Source:MGI Symbol;Acc:MGI:2672904]"	"BC034090"
"2133"	"ENSMUSG00000033732"	"splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]"	"Sf3b3"
"2134"	"ENSMUSG00000033735"	"sepiapterin reductase [Source:MGI Symbol;Acc:MGI:103078]"	"Spr"
"2135"	"ENSMUSG00000033737"	"fibronectin type III domain containing 3C1 [Source:MGI Symbol;Acc:MGI:2685630]"	"Fndc3c1"
"2136"	"ENSMUSG00000033769"	"exocyst complex component 6B [Source:MGI Symbol;Acc:MGI:1923164]"	"Exoc6b"
"2137"	"ENSMUSG00000033781"	"ankyrin repeat and SOCS box-containing 13 [Source:MGI Symbol;Acc:MGI:2145525]"	"Asb13"
"2138"	"ENSMUSG00000033793"	"ATPase, H+ transporting, lysosomal V1 subunit H [Source:MGI Symbol;Acc:MGI:1914864]"	"Atp6v1h"
"2139"	"ENSMUSG00000033808"	"transmembrane protein 87A [Source:MGI Symbol;Acc:MGI:2441844]"	"Tmem87a"
"2140"	"ENSMUSG00000033831"	"fibrinogen beta chain [Source:MGI Symbol;Acc:MGI:99501]"	"Fgb"
"2141"	"ENSMUSG00000033845"	"mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]"	"Mrpl15"
"2142"	"ENSMUSG00000033863"	"Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856]"	"Klf9"
"2143"	"ENSMUSG00000033880"	"lectin, galactoside-binding, soluble, 3 binding protein [Source:MGI Symbol;Acc:MGI:99554]"	"Lgals3bp"
"2144"	"ENSMUSG00000033885"	"PX domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1289230]"	"Pxk"
"2145"	"ENSMUSG00000033916"	"charged multivesicular body protein 2A [Source:MGI Symbol;Acc:MGI:1916203]"	"Chmp2a"
"2146"	"ENSMUSG00000033917"	"glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]"	"Gde1"
"2147"	"ENSMUSG00000033931"	"RNA binding motif protein 34 [Source:MGI Symbol;Acc:MGI:1098653]"	"Rbm34"
"2148"	"ENSMUSG00000033952"	"abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448]"	"Aspm"
"2149"	"ENSMUSG00000033955"	"tankyrase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2446193]"	"Tnks1bp1"
"2150"	"ENSMUSG00000033960"	"junctional cadherin 5 associated [Source:MGI Symbol;Acc:MGI:2685174]"	"Jcad"
"2151"	"ENSMUSG00000033970"	"replication factor C (activator 1) 3 [Source:MGI Symbol;Acc:MGI:1916513]"	"Rfc3"
"2152"	"ENSMUSG00000034021"	"PDS5 cohesin associated factor B [Source:MGI Symbol;Acc:MGI:2140945]"	"Pds5b"
"2153"	"ENSMUSG00000034037"	"FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]"	"Fgd5"
"2154"	"ENSMUSG00000034088"	"high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256]"	"Hdlbp"
"2155"	"ENSMUSG00000034101"	"catenin (cadherin associated protein), delta 1 [Source:MGI Symbol;Acc:MGI:105100]"	"Ctnnd1"
"2156"	"ENSMUSG00000034108"	"copper chaperone for superoxide dismutase [Source:MGI Symbol;Acc:MGI:1333783]"	"Ccs"
"2157"	"ENSMUSG00000034120"	"serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]"	"Srsf2"
"2158"	"ENSMUSG00000034127"	"tetraspanin 8 [Source:MGI Symbol;Acc:MGI:2384918]"	"Tspan8"
"2159"	"ENSMUSG00000034157"	"CLOCK interacting protein, circadian [Source:MGI Symbol;Acc:MGI:1919185]"	"Cipc"
"2160"	"ENSMUSG00000034164"	"EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]"	"Emid1"
"2161"	"ENSMUSG00000034168"	"interferon regulatory factor 2 binding protein-like [Source:MGI Symbol;Acc:MGI:2442463]"	"Irf2bpl"
"2162"	"ENSMUSG00000034187"	"N-ethylmaleimide sensitive fusion protein [Source:MGI Symbol;Acc:MGI:104560]"	"Nsf"
"2163"	"ENSMUSG00000034192"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1914928]"	"Lsm3"
"2164"	"ENSMUSG00000034194"	"R3H domain and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1919093]"	"R3hcc1"
"2165"	"ENSMUSG00000034203"	"coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:MGI Symbol;Acc:MGI:1919420]"	"Chchd4"
"2166"	"ENSMUSG00000034206"	"polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]"	"Polq"
"2167"	"ENSMUSG00000034227"	"forkhead box J1 [Source:MGI Symbol;Acc:MGI:1347474]"	"Foxj1"
"2168"	"ENSMUSG00000034243"	"golgi autoantigen, golgin subfamily b, macrogolgin 1 [Source:MGI Symbol;Acc:MGI:1099447]"	"Golgb1"
"2169"	"ENSMUSG00000034247"	"pleckstrin homology domain containing, family M (with RUN domain) member 1 [Source:MGI Symbol;Acc:MGI:2443207]"	"Plekhm1"
"2170"	"ENSMUSG00000034248"	"solute carrier family 25, member 37 [Source:MGI Symbol;Acc:MGI:1914962]"	"Gm16867"
"2171"	"ENSMUSG00000034248"	"solute carrier family 25, member 37 [Source:MGI Symbol;Acc:MGI:1914962]"	"Slc25a37"
"2172"	"ENSMUSG00000034255"	"Rho GTPase activating protein 27 [Source:MGI Symbol;Acc:MGI:1916903]"	"Arhgap27"
"2173"	"ENSMUSG00000034285"	"nipsnap homolog 1 [Source:MGI Symbol;Acc:MGI:1278344]"	"Nipsnap1"
"2174"	"ENSMUSG00000034290"	"NIMA (never in mitosis gene a)-related expressed kinase 9 [Source:MGI Symbol;Acc:MGI:2387995]"	"Nek9"
"2175"	"ENSMUSG00000034308"	"short chain dehydrogenase/reductase family 42E, member 1 [Source:MGI Symbol;Acc:MGI:1921282]"	"Sdr42e1"
"2176"	"ENSMUSG00000034311"	"kinesin family member 4 [Source:MGI Symbol;Acc:MGI:108389]"	"Kif4"
"2177"	"ENSMUSG00000034317"	"tripartite motif-containing 59 [Source:MGI Symbol;Acc:MGI:1914199]"	"Trim59"
"2178"	"ENSMUSG00000034324"	"transmembrane protein 132C [Source:MGI Symbol;Acc:MGI:2443061]"	"Tmem132c"
"2179"	"ENSMUSG00000034329"	"BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]"	"Brip1"
"2180"	"ENSMUSG00000034343"	"ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171]"	"Ube2f"
"2181"	"ENSMUSG00000034349"	"structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]"	"Smc4"
"2182"	"ENSMUSG00000034371"	"triokinase, FMN cyclase [Source:MGI Symbol;Acc:MGI:2385084]"	"Tkfc"
"2183"	"ENSMUSG00000034403"	"praja ring finger ubiquitin ligase 1 [Source:MGI Symbol;Acc:MGI:1101765]"	"Pja1"
"2184"	"ENSMUSG00000034422"	"poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489]"	"Parp14"
"2185"	"ENSMUSG00000034424"	"glycine cleavage system protein H (aminomethyl carrier) [Source:MGI Symbol;Acc:MGI:1915383]"	"Gcsh"
"2186"	"ENSMUSG00000034427"	"myosin XVB [Source:MGI Symbol;Acc:MGI:2685534]"	"Myo15b"
"2187"	"ENSMUSG00000034449"	"dehydrogenase/reductase (SDR family) member 11 [Source:MGI Symbol;Acc:MGI:2652816]"	"Dhrs11"
"2188"	"ENSMUSG00000034456"	"urocanase domain containing 1 [Source:MGI Symbol;Acc:MGI:2385332]"	"Uroc1"
"2189"	"ENSMUSG00000034459"	"interferon-induced protein with tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:99450]"	"Ifit1"
"2190"	"ENSMUSG00000034485"	"uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]"	"Uaca"
"2191"	"ENSMUSG00000034509"	"MAD2L1 binding protein [Source:MGI Symbol;Acc:MGI:1913841]"	"Mad2l1bp"
"2192"	"ENSMUSG00000034518"	"HMG box domain containing 4 [Source:MGI Symbol;Acc:MGI:1918073]"	"Hmgxb4"
"2193"	"ENSMUSG00000034522"	"zinc finger protein 395 [Source:MGI Symbol;Acc:MGI:2682318]"	"Zfp395"
"2194"	"ENSMUSG00000034544"	"arginine/serine-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1914130]"	"Rsrc1"
"2195"	"ENSMUSG00000034563"	"cell cycle progression 1 [Source:MGI Symbol;Acc:MGI:1196419]"	"Ccpg1"
"2196"	"ENSMUSG00000034586"	"HID1 domain containing [Source:MGI Symbol;Acc:MGI:2445087]"	"Hid1"
"2197"	"ENSMUSG00000034595"	"protein phosphatase 1, regulatory subunit 18 [Source:MGI Symbol;Acc:MGI:1923698]"	"Ppp1r18"
"2198"	"ENSMUSG00000034601"	"RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217]"	"2700049A03Rik"
"2199"	"ENSMUSG00000034601"	"RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217]"	"Talpid3"
"2200"	"ENSMUSG00000034610"	"terminal uridylyl transferase 4 [Source:MGI Symbol;Acc:MGI:2445126]"	"Tut4"
"2201"	"ENSMUSG00000034614"	"phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]"	"Pik3ip1"
"2202"	"ENSMUSG00000034616"	"slingshot protein phosphatase 3 [Source:MGI Symbol;Acc:MGI:2683546]"	"Ssh3"
"2203"	"ENSMUSG00000034656"	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]"	"Cacna1a"
"2204"	"ENSMUSG00000034667"	"exportin, tRNA (nuclear export receptor for tRNAs) [Source:MGI Symbol;Acc:MGI:1920442]"	"Xpot"
"2205"	"ENSMUSG00000034673"	"pre B cell leukemia homeobox 2 [Source:MGI Symbol;Acc:MGI:1341793]"	"Pbx2"
"2206"	"ENSMUSG00000034674"	"thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247]"	"Tdg"
"2207"	"ENSMUSG00000034684"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]"	"Sema3f"
"2208"	"ENSMUSG00000034687"	"Fraser extracellular matrix complex subunit 1 [Source:MGI Symbol;Acc:MGI:2385368]"	"Fras1"
"2209"	"ENSMUSG00000034707"	"glucosamine (N-acetyl)-6-sulfatase [Source:MGI Symbol;Acc:MGI:1922862]"	"Gns"
"2210"	"ENSMUSG00000034709"	"protein phosphatase 1, regulatory subunit 21 [Source:MGI Symbol;Acc:MGI:1921075]"	"Ppp1r21"
"2211"	"ENSMUSG00000034723"	"thioredoxin-related transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:106558]"	"Tmx4"
"2212"	"ENSMUSG00000034748"	"sirtuin 6 [Source:MGI Symbol;Acc:MGI:1354161]"	"Sirt6"
"2213"	"ENSMUSG00000034757"	"transmembrane and ubiquitin-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1919303]"	"Tmub2"
"2214"	"ENSMUSG00000034765"	"dual specificity phosphatase 5 [Source:MGI Symbol;Acc:MGI:2685183]"	"Dusp5"
"2215"	"ENSMUSG00000034786"	"G-protein signalling modulator 3 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:2146785]"	"Gpsm3"
"2216"	"ENSMUSG00000034796"	"copine VII [Source:MGI Symbol;Acc:MGI:2142747]"	"Cpne7"
"2217"	"ENSMUSG00000034799"	"unc-13 homolog A [Source:MGI Symbol;Acc:MGI:3051532]"	"Unc13a"
"2218"	"ENSMUSG00000034813"	"glutamate receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921303]"	"Grip1"
"2219"	"ENSMUSG00000034832"	"tet methylcytosine dioxygenase 3 [Source:MGI Symbol;Acc:MGI:2446229]"	"Tet3"
"2220"	"ENSMUSG00000034845"	"plasmalemma vesicle associated protein [Source:MGI Symbol;Acc:MGI:1890497]"	"Plvap"
"2221"	"ENSMUSG00000034848"	"tetratricopeptide repeat domain 21B [Source:MGI Symbol;Acc:MGI:1920918]"	"Ttc21b"
"2222"	"ENSMUSG00000034850"	"transmembrane protein 127 [Source:MGI Symbol;Acc:MGI:1916720]"	"Tmem127"
"2223"	"ENSMUSG00000034902"	"phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma [Source:MGI Symbol;Acc:MGI:1298224]"	"Pip5k1c"
"2224"	"ENSMUSG00000034906"	"non-SMC condensin I complex, subunit H [Source:MGI Symbol;Acc:MGI:2444777]"	"Ncaph"
"2225"	"ENSMUSG00000034908"	"SID1 transmembrane family, member 2 [Source:MGI Symbol;Acc:MGI:2446134]"	"Sidt2"
"2226"	"ENSMUSG00000034910"	"pygopus 1 [Source:MGI Symbol;Acc:MGI:1919385]"	"Pygo1"
"2227"	"ENSMUSG00000034919"	"tetratricopeptide repeat domain 22 [Source:MGI Symbol;Acc:MGI:3045307]"	"Ttc22"
"2228"	"ENSMUSG00000034930"	"rhotekin [Source:MGI Symbol;Acc:MGI:107371]"	"Rtkn"
"2229"	"ENSMUSG00000034936"	"ADP-ribosylation factor-like 4D [Source:MGI Symbol;Acc:MGI:1933155]"	"Arl4d"
"2230"	"ENSMUSG00000034981"	"prostate androgen-regulated mucin-like protein 1 [Source:MGI Symbol;Acc:MGI:2443349]"	"Parm1"
"2231"	"ENSMUSG00000034993"	"vesicle amine transport 1 [Source:MGI Symbol;Acc:MGI:1349450]"	"Vat1"
"2232"	"ENSMUSG00000035000"	"dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]"	"Dpp4"
"2233"	"ENSMUSG00000035007"	"RUN domain containing 1 [Source:MGI Symbol;Acc:MGI:2144506]"	"Rundc1"
"2234"	"ENSMUSG00000035011"	"zinc finger and BTB domain containing 7a [Source:MGI Symbol;Acc:MGI:1335091]"	"Zbtb7a"
"2235"	"ENSMUSG00000035024"	"non-SMC condensin II complex, subunit D3 [Source:MGI Symbol;Acc:MGI:2142989]"	"Ncapd3"
"2236"	"ENSMUSG00000035064"	"eukaryotic elongation factor-2 kinase [Source:MGI Symbol;Acc:MGI:1195261]"	"Eef2k"
"2237"	"ENSMUSG00000035086"	"beclin 1, autophagy related [Source:MGI Symbol;Acc:MGI:1891828]"	"Becn1"
"2238"	"ENSMUSG00000035093"	"SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]"	"Secisbp2l"
"2239"	"ENSMUSG00000035095"	"family with sequence similarity 167, member A [Source:MGI Symbol;Acc:MGI:3606565]"	"Fam167a"
"2240"	"ENSMUSG00000035105"	"egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288]"	"Egln3"
"2241"	"ENSMUSG00000035109"	"SHC (Src homology 2 domain containing) family, member 4 [Source:MGI Symbol;Acc:MGI:2655364]"	"Shc4"
"2242"	"ENSMUSG00000035112"	"WNK lysine deficient protein kinase 4 [Source:MGI Symbol;Acc:MGI:1917097]"	"Wnk4"
"2243"	"ENSMUSG00000035121"	"nei like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:2686058]"	"Neil2"
"2244"	"ENSMUSG00000035139"	"SECIS binding protein 2 [Source:MGI Symbol;Acc:MGI:1922670]"	"Secisbp2"
"2245"	"ENSMUSG00000035158"	"melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]"	"Mitf"
"2246"	"ENSMUSG00000035165"	"potassium voltage-gated channel, Isk-related subfamily, gene 3 [Source:MGI Symbol;Acc:MGI:1891124]"	"Kcne3"
"2247"	"ENSMUSG00000035168"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]"	"Tanc1"
"2248"	"ENSMUSG00000035181"	"HEAT repeat containing 5A [Source:MGI Symbol;Acc:MGI:2444133]"	"Heatr5a"
"2249"	"ENSMUSG00000035184"	"family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]"	"Fam124a"
"2250"	"ENSMUSG00000035199"	"ADP-ribosylation factor-like 6 interacting protein 5 [Source:MGI Symbol;Acc:MGI:1929501]"	"Arl6ip5"
"2251"	"ENSMUSG00000035202"	"leucyl-tRNA synthetase, mitochondrial [Source:MGI Symbol;Acc:MGI:2142973]"	"Lars2"
"2252"	"ENSMUSG00000035212"	"leptin receptor overlapping transcript [Source:MGI Symbol;Acc:MGI:2687005]"	"Leprot"
"2253"	"ENSMUSG00000035239"	"neuraminidase 3 [Source:MGI Symbol;Acc:MGI:1355305]"	"Neu3"
"2254"	"ENSMUSG00000035248"	"terminal uridylyl transferase 7 [Source:MGI Symbol;Acc:MGI:2387179]"	"Tut7"
"2255"	"ENSMUSG00000035268"	"protein kinase inhibitor, gamma [Source:MGI Symbol;Acc:MGI:1343086]"	"Pkig"
"2256"	"ENSMUSG00000035293"	"G2/M-phase specific E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2444298]"	"G2e3"
"2257"	"ENSMUSG00000035311"	"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:MGI Symbol;Acc:MGI:3643902]"	"Gnptab"
"2258"	"ENSMUSG00000035314"	"glycerophosphodiester phosphodiesterase domain containing 5 [Source:MGI Symbol;Acc:MGI:2686926]"	"Gdpd5"
"2259"	"ENSMUSG00000035342"	"leucine zipper, putative tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:2385095]"	"Lzts2"
"2260"	"ENSMUSG00000035351"	"nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]"	"Nup37"
"2261"	"ENSMUSG00000035356"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]"	"Nfkbiz"
"2262"	"ENSMUSG00000035357"	"PDZ domain containing RING finger 3 [Source:MGI Symbol;Acc:MGI:1933157]"	"Pdzrn3"
"2263"	"ENSMUSG00000035365"	"PARP1 binding protein [Source:MGI Symbol;Acc:MGI:1922567]"	"Parpbp"
"2264"	"ENSMUSG00000035382"	"proprotein convertase subtilisin/kexin type 7 [Source:MGI Symbol;Acc:MGI:107421]"	"Pcsk7"
"2265"	"ENSMUSG00000035413"	"transmembrane protein 98 [Source:MGI Symbol;Acc:MGI:1923457]"	"Tmem98"
"2266"	"ENSMUSG00000035439"	"4HAUS augmin-like complex, subunit 8 [Source:MGI Symbol;Acc:MGI:1923728]"	"Haus8"
"2267"	"ENSMUSG00000035441"	"myosin ID [Source:MGI Symbol;Acc:MGI:107728]"	"Myo1d"
"2268"	"ENSMUSG00000035443"	"thymocyte nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1925112]"	"Thyn1"
"2269"	"ENSMUSG00000035455"	"fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]"	"Fignl1"
"2270"	"ENSMUSG00000035469"	"regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 [Source:MGI Symbol;Acc:MGI:1918580]"	"Rcbtb1"
"2271"	"ENSMUSG00000035476"	"TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:MGI Symbol;Acc:MGI:1913974]"	"Tab3"
"2272"	"ENSMUSG00000035478"	"methyl-CpG binding domain protein 3 [Source:MGI Symbol;Acc:MGI:1333812]"	"Mbd3"
"2273"	"ENSMUSG00000035504"	"receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585]"	"Reep6"
"2274"	"ENSMUSG00000035530"	"eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]"	"Eif1"
"2275"	"ENSMUSG00000035540"	"vitamin D binding protein [Source:MGI Symbol;Acc:MGI:95669]"	"Gc"
"2276"	"ENSMUSG00000035557"	"keratin 17 [Source:MGI Symbol;Acc:MGI:96691]"	"Krt17"
"2277"	"ENSMUSG00000035561"	"aldehyde dehydrogenase 1 family, member B1 [Source:MGI Symbol;Acc:MGI:1919785]"	"Aldh1b1"
"2278"	"ENSMUSG00000035575"	"UTP6 small subunit processome component [Source:MGI Symbol;Acc:MGI:2445193]"	"Utp6"
"2279"	"ENSMUSG00000035585"	"tRNA splicing endonuclease subunit 34 [Source:MGI Symbol;Acc:MGI:1913328]"	"Tsen34"
"2280"	"ENSMUSG00000035629"	"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein [Source:MGI Symbol;Acc:MGI:1915160]"	"Rubcn"
"2281"	"ENSMUSG00000035642"	"adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523]"	"Aamdc"
"2282"	"ENSMUSG00000035666"	"general transcription factor IIIC, polypeptide 4 [Source:MGI Symbol;Acc:MGI:2138937]"	"Gtf3c4"
"2283"	"ENSMUSG00000035671"	"zinc finger SWIM-type containing 4 [Source:MGI Symbol;Acc:MGI:2443726]"	"Zswim4"
"2284"	"ENSMUSG00000035673"	"strawberry notch 2 [Source:MGI Symbol;Acc:MGI:2448490]"	"Sbno2"
"2285"	"ENSMUSG00000035683"	"maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]"	"Melk"
"2286"	"ENSMUSG00000035692"	"ISG15 ubiquitin-like modifier [Source:MGI Symbol;Acc:MGI:1855694]"	"Isg15"
"2287"	"ENSMUSG00000035699"	"solute carrier family 51, alpha subunit [Source:MGI Symbol;Acc:MGI:2146634]"	"Slc51a"
"2288"	"ENSMUSG00000035704"	"asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2141959]"	"Alg8"
"2289"	"ENSMUSG00000035726"	"SPT16, facilitates chromatin remodeling subunit [Source:MGI Symbol;Acc:MGI:1890948]"	"Supt16"
"2290"	"ENSMUSG00000035754"	"WD repeat domain 18 [Source:MGI Symbol;Acc:MGI:2158400]"	"Wdr18"
"2291"	"ENSMUSG00000035757"	"selenoprotein O [Source:MGI Symbol;Acc:MGI:1919007]"	"Selenoo"
"2292"	"ENSMUSG00000035765"	"dymeclin [Source:MGI Symbol;Acc:MGI:1918480]"	"Dym"
"2293"	"ENSMUSG00000035769"	"xylulokinase homolog (H. influenzae) [Source:MGI Symbol;Acc:MGI:2142985]"	"Xylb"
"2294"	"ENSMUSG00000035775"	"keratin 20 [Source:MGI Symbol;Acc:MGI:1914059]"	"Krt20"
"2295"	"ENSMUSG00000035778"	"glycoprotein galactosyltransferase alpha 1, 3 [Source:MGI Symbol;Acc:MGI:95704]"	"Ggta1"
"2296"	"ENSMUSG00000035781"	"R3H domain containing 4 [Source:MGI Symbol;Acc:MGI:1924814]"	"R3hdm4"
"2297"	"ENSMUSG00000035799"	"twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]"	"Twist1"
"2298"	"ENSMUSG00000035824"	"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]"	"Tk2"
"2299"	"ENSMUSG00000035828"	"proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]"	"Pim3"
"2300"	"ENSMUSG00000035834"	"polymerase (RNA) III (DNA directed) polypeptide G [Source:MGI Symbol;Acc:MGI:1914736]"	"Polr3g"
"2301"	"ENSMUSG00000035835"	"phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]"	"Plppr3"
"2302"	"ENSMUSG00000035845"	"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2385025]"	"Alg12"
"2303"	"ENSMUSG00000035863"	"paralemmin [Source:MGI Symbol;Acc:MGI:1261814]"	"Palm"
"2304"	"ENSMUSG00000035878"	"hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139]"	"Hykk"
"2305"	"ENSMUSG00000035891"	"ceramide kinase [Source:MGI Symbol;Acc:MGI:2386052]"	"Cerk"
"2306"	"ENSMUSG00000035914"	"CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926]"	"Cd276"
"2307"	"ENSMUSG00000035936"	"aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]"	"Aldh5a1"
"2308"	"ENSMUSG00000035958"	"tyrosyl-DNA phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1860486]"	"Tdp2"
"2309"	"ENSMUSG00000035960"	"apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042]"	"Apex1"
"2310"	"ENSMUSG00000035969"	"RUN and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:2140371]"	"Rusc2"
"2311"	"ENSMUSG00000036002"	"atos homolog B [Source:MGI Symbol;Acc:MGI:2441854]"	"Fam214b"
"2312"	"ENSMUSG00000036019"	"transmembrane and tetratricopeptide repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914057]"	"Tmtc2"
"2313"	"ENSMUSG00000036030"	"protogenin [Source:MGI Symbol;Acc:MGI:2444710]"	"Prtg"
"2314"	"ENSMUSG00000036036"	"zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204]"	"Zfp57"
"2315"	"ENSMUSG00000036040"	"ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044]"	"Adamtsl2"
"2316"	"ENSMUSG00000036053"	"formin-like 2 [Source:MGI Symbol;Acc:MGI:1918659]"	"Fmnl2"
"2317"	"ENSMUSG00000036093"	"ADP-ribosylation factor-like 5A [Source:MGI Symbol;Acc:MGI:1922673]"	"Arl5a"
